
uid,i__start_size,i__cons_marry_allow_thr,i__cons_marry_chance,d__incident_rate,c__gen_count,c__min_offspring,c__max_offspring,c__min_gen_grow,c__max_gen_grow,c__death_age,c__min_marry_age,c__max_marry_age,c__gene_healthy_weight,c__gene_trait_weight,c__gene_affect_weight,s__stop_marry_prop,s__cons_marry_prop,s__die_dis_count,s__die_age_count,s__stop_marry_count,s__offspring_count,s__cons_marry_count,s__marry_count,s__end_size,s__end_kid_count,s__end_senior_count,s__end_male_unmarry_count,s__end_female_unmarry_count,s__end_male_marry_count,s__end_female_marry_count
b002_r002_p137,1000,4,0.4,0.010053089348243534,11,0,6,16,19,80,18,60,0.8,0.2,0,0.43851397409679616,0.0,445,10363,6433,44265,0,14670,34457,15401,0,0,79,9509,9468
b002_r002_p138,1000,4,0.6,0.012778959103201966,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6254570242300304,0.0,619,11553,10093,48439,0,16137,37267,16507,4,0,35,10392,10329
b002_r002_p139,1000,4,0.8,0.014020590625846653,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8700439040864573,0.0,621,11029,12881,44292,0,14805,33642,14717,0,0,343,9336,9246
b002_r002_p140,4000,0,0,0.01374387852361493,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2509,44412,0,182554,0,60934,139633,62053,0,123,0,38760,38697
b002_r002_p141,4000,0,0.2,0.014718979225027122,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10069032729635345,2727,44374,0,185271,6199,61565,142170,63365,0,49,0,39419,39337
b002_r002_p142,4000,0,0.4,0.015120566484402824,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18527707551465855,2887,46033,0,190932,11799,63683,146012,64626,0,53,0,40657,40676
b002_r002_p143,4000,0,0.6,0.01453409327198375,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26427597272362613,2726,45290,0,187559,16471,62325,143543,63647,0,0,536,39898,39462
b002_r002_p144,4000,0,0.8,0.014041808771847861,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.327754835905238,2705,46561,0,192639,21112,64414,147373,64869,0,0,237,41183,41084
b002_r002_p145,4000,2,0,0.01353697203344815,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00021395302908115403,0.0,2472,43980,13,182611,0,60761,140159,62484,0,0,132,38967,38576
b002_r002_p146,4000,2,0.2,0.015132442493490845,11,0,6,16,19,80,18,60,0.8,0.2,0,6.435420554733252e-05,0.09834931462771092,2813,45288,4,185892,6113,62156,141791,62618,0,149,0,39529,39495
b002_r002_p147,4000,2,0.4,0.01438000942951438,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00016097875080489375,0.18898905344494527,2684,45104,10,186648,11740,62120,142860,63598,3,88,0,39430,39741
b002_r002_p148,4000,2,0.6,0.013678559149453862,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012673468094544072,0.26043976934288066,2586,45523,8,189055,16440,63124,144946,64175,0,46,0,40387,40338
b002_r002_p149,4000,2,0.8,0.014656014713489282,11,0,6,16,19,80,18,60,0.8,0.2,0,9.412355285037493e-05,0.32599692529727353,2805,45940,6,191389,20781,63746,146644,65075,0,0,17,40809,40743
b002_r002_p150,4000,3,0,0.0140069827402846,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00015613777597351904,0.0,2700,45359,10,192761,0,64046,148702,65944,0,0,25,41443,41290
b002_r002_p151,4000,3,0.2,0.012617499144263935,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2102869415536219,0.0,2396,45878,13316,189895,0,63323,145621,64145,4,692,0,40229,40551
b002_r002_p152,4000,3,0.4,0.013895239683470421,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4106301861403902,0.0,2583,45898,25634,185891,0,62426,141410,61650,0,0,803,39493,39464
b002_r002_p153,4000,3,0.6,0.013773697464351517,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6113033814891252,0.0,2609,45427,38506,189419,0,62990,145383,64724,0,106,0,40305,40248
b002_r002_p154,4000,3,0.8,0.014761173889306646,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8147198319145977,0.0,2866,47072,52736,194158,0,64729,148220,65552,1,279,0,41128,41260
b002_r002_p155,4000,4,0,0.01399756161550689,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0007893881467952389,0.0,2721,46047,51,194391,0,64607,149623,65948,0,508,0,41662,41505
b002_r002_p156,4000,4,0.2,0.01303107080944126,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20614981381151012,0.0,2443,45223,12899,187475,0,62571,143809,63691,0,151,0,39847,40120
b002_r002_p157,4000,4,0.4,0.01335439620060867,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4131667525851351,0.0,2646,47300,27250,198137,0,65954,152191,67076,0,0,503,42344,42268
b002_r002_p158,4000,4,0.6,0.013754142735226208,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6075300114853915,0.0,2627,45304,38614,190997,0,63559,147066,64893,0,0,355,40913,40905
b002_r002_p159,4000,4,0.8,0.013395478189215635,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8225378612627617,0.0,2601,46602,53335,194170,0,64842,148967,65704,0,181,0,41655,41427
b002_r002_p160,16000,0,0,0.013335023771790808,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10518,187893,0,788750,0,262625,606339,268732,1,243,0,168543,168820
b002_r002_p161,16000,0,0.2,0.013762787599495105,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09838200028760985,10620,184650,0,771646,25313,257293,592376,262027,0,0,413,164947,164989
b002_r002_p162,16000,0,0.4,0.0137722323449489,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18727570072230046,10922,190943,0,793045,49470,264156,607180,269670,4,121,0,168277,169108
b002_r002_p163,16000,0,0.6,0.0140508690270732,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2610745864432719,10478,181209,0,745719,65165,249603,570032,251922,4,98,0,158794,159214
b002_r002_p164,16000,0,0.8,0.01441943255827258,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3257026575218335,11090,183392,0,769101,83389,256028,590619,261678,0,0,265,164308,164368
b002_r002_p165,16000,2,0,0.013259120581479957,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7176128488735495e-05,0.0,10241,185342,7,772374,0,257579,592791,262427,0,544,0,164675,165145
b002_r002_p166,16000,2,0.2,0.014239572209350836,11,0,6,16,19,80,18,60,0.8,0.2,0,3.543056003905235e-05,0.10005196482139062,10854,183582,9,762242,25415,254018,583806,258595,3,748,0,162052,162408
b002_r002_p167,16000,2,0.4,0.014156850852494421,11,0,6,16,19,80,18,60,0.8,0.2,0,2.674297328376969e-05,0.18701361217340143,11157,188099,7,788099,48951,261751,604843,268009,6,1421,0,167527,167880
b002_r002_p168,16000,2,0.6,0.014564546162574177,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5758702743590147e-05,0.2599673794853208,11052,184631,4,758829,65987,253828,579146,256052,0,0,69,161703,161322
b002_r002_p169,16000,2,0.8,0.014715659997091152,11,0,6,16,19,80,18,60,0.8,0.2,0,7.786827802089984e-06,0.3260422669013097,11332,186583,2,770064,83742,256844,588149,260507,3,528,0,163262,163849
b002_r002_p170,16000,3,0,0.014032359633135007,11,0,6,16,19,80,18,60,0.8,0.2,0,6.371684235258512e-05,0.0,10540,182740,16,751121,0,251111,573841,253770,0,0,589,159993,159489
b002_r002_p171,16000,3,0.2,0.013135867873201553,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20284531022317662,0.0,10295,186558,52898,783732,0,260780,602879,267517,0,0,359,167839,167164
b002_r002_p172,16000,3,0.4,0.01337084573452453,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40621190152951536,0.0,10427,186383,105622,779831,0,260017,599021,265235,0,121,0,166643,167022
b002_r002_p173,16000,3,0.6,0.013117501095480964,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6102847510593017,0.0,10208,186595,158577,778197,0,259841,597394,263800,0,0,504,166530,166560
b002_r002_p174,16000,3,0.8,0.012933261689480596,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8082245778923408,0.0,10037,185761,209137,776061,0,258761,596263,264203,1,298,0,166033,165728
b002_r002_p175,16000,4,0,0.013394189665151747,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001323863813350777,0.0,10321,185113,34,770558,0,256824,591124,261661,0,0,928,164448,164087
b002_r002_p176,16000,4,0.2,0.013118846676489423,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20212113757326555,0.0,10079,182840,51761,768284,0,256089,591365,261821,6,196,0,164545,164797
b002_r002_p177,16000,4,0.4,0.013527425093463852,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4049416715660488,0.0,10486,186040,104692,775166,0,258536,594640,262584,0,0,1024,165439,165593
b002_r002_p178,16000,4,0.6,0.013667825733912212,11,0,6,16,19,80,18,60,0.8,0.2,0,0.607433708781088,0.0,10436,183902,154994,763545,0,255162,585207,258115,0,670,0,163296,163126
b002_r002_p179,16000,4,0.8,0.013117669285180164,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8126738219667449,0.0,9929,182169,205422,756918,0,252773,580820,256761,0,0,682,161864,161513
b002_r003_p180,1000,0,0,0.013607050730868443,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,633,11202,0,46520,0,15501,35685,15771,0,0,98,9869,9947
b002_r003_p181,1000,0,0.2,0.014524836793241321,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09421667119196307,643,10530,0,44269,1388,14732,34096,15160,0,0,2,9461,9473
b002_r003_p182,1000,0,0.4,0.016141230363663866,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19123067968699475,747,11538,0,46279,2957,15463,34994,15431,4,165,0,9657,9737
b002_r003_p183,1000,0,0.6,0.014691457593129455,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2707477671295391,674,11233,0,45877,4153,15339,34970,15409,2,87,0,9672,9800
b002_r003_p184,1000,0,0.8,0.013685671039354188,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3231021851711507,651,11482,0,47568,5116,15834,36435,16138,0,111,0,10083,10103
b002_r003_p185,1000,2,0,0.013512889217407374,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0009589041095890411,0.0,585,10895,14,43292,0,14600,32812,14434,0,0,70,9205,9103
b002_r003_p186,1000,2,0.2,0.014496309016704208,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003994407829039345,0.10292257506158045,650,11292,6,44839,1546,15021,33897,14807,0,0,338,9423,9329
b002_r003_p187,1000,2,0.4,0.012453350640921628,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00042753313381787086,0.19226775789409392,614,11856,7,49304,3148,16373,37834,16860,0,0,82,10509,10383
b002_r003_p188,1000,2,0.6,0.013777460410803546,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00018989745537409798,0.26965438663121916,656,11382,3,47614,4260,15798,36576,16247,0,111,0,10068,10150
b002_r003_p189,1000,2,0.8,0.01417298536413331,11,0,6,16,19,80,18,60,0.8,0.2,0,0.000526281165712782,0.34221432800473656,643,11211,8,45368,5202,15201,34514,15105,1,206,0,9550,9652
b002_r003_p190,1000,3,0,0.013435663092936513,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0012406214922904236,0.0,688,12029,21,51207,0,16927,39490,17576,0,0,81,10891,10942
b002_r003_p191,1000,3,0.2,0.013992497089388125,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20489632452683934,0.0,649,11048,3172,46382,0,15481,35685,15739,0,0,32,9950,9964
b002_r003_p192,1000,3,0.4,0.01595002602811036,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4125782227784731,0.0,766,11345,6593,48025,0,15980,36914,16286,1,0,8,10303,10316
b002_r003_p193,1000,3,0.6,0.015473402475744396,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6176029025397223,0.0,740,11674,9873,47824,0,15986,36410,16092,0,17,0,10085,10216
b002_r003_p194,1000,3,0.8,0.014893760843604244,11,0,6,16,19,80,18,60,0.8,0.2,0,0.805531197301855,0.0,661,10994,11942,44381,0,14825,33726,14993,0,0,76,9373,9284
b002_r003_p195,1000,4,0,0.013254164164831987,11,0,6,16,19,80,18,60,0.8,0.2,0,0.003332222592469177,0.0,596,11058,50,44967,0,15005,34313,15179,0,0,182,9478,9474
b002_r003_p196,1000,4,0.2,0.015598190609889253,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21670232682535437,0.0,700,11245,3241,44877,0,14956,33932,14983,6,257,0,9287,9399
b002_r003_p197,1000,4,0.4,0.01628179206129616,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4322510545826409,0.0,765,11352,6763,46985,0,15646,35868,15839,0,0,87,9966,9976
b002_r003_p198,1000,4,0.6,0.014731173062997828,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6164143962327615,0.0,651,10735,9163,44192,0,14865,33806,14763,0,48,0,9467,9528
b002_r003_p199,1000,4,0.8,0.01363973008558262,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8412304639047383,0.0,663,11545,13564,48608,0,16124,37400,16628,1,55,0,10313,10403
b002_r003_p200,4000,0,0,0.013359249660619524,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2598,46356,0,194472,0,64653,149518,66276,3,280,0,41418,41541
b002_r003_p201,4000,0,0.2,0.014405782484451169,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1003309819130086,2571,44310,0,178470,6002,59822,135589,59572,4,663,0,37550,37800
b002_r003_p202,4000,0,0.4,0.013786722420165319,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1882206820412169,2697,46659,0,195623,12275,65216,150267,66093,0,397,0,41840,41937
b002_r003_p203,4000,0,0.6,0.014044663913462284,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2688799708135717,2537,44025,0,180638,16214,60302,138076,61005,0,0,491,38413,38167
b002_r003_p204,4000,0,0.8,0.015293298368932461,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32668778942237386,2811,45281,0,183806,20106,61545,139714,61615,2,279,0,38738,39080
b002_r003_p205,4000,2,0,0.0138619812490273,11,0,6,16,19,80,18,60,0.8,0.2,0,9.663080590092121e-05,0.0,2583,44906,6,186337,0,62092,142848,63086,4,476,0,39587,39695
b002_r003_p206,4000,2,0.2,0.014152314213178486,11,0,6,16,19,80,18,60,0.8,0.2,0,6.551255384313019e-05,0.10359172576444961,2581,44813,4,182373,6325,61057,138979,61192,2,470,0,38553,38762
b002_r003_p207,4000,2,0.4,0.014044958786890662,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00011161070187187091,0.18726681335501769,2636,45605,7,187683,11745,62718,143442,63406,0,188,0,39878,39970
b002_r003_p208,4000,2,0.6,0.014395356619724492,11,0,6,16,19,80,18,60,0.8,0.2,0,6.568036649644504e-05,0.26147353902234777,2624,44122,4,182281,15924,60901,139535,61816,0,39,0,38911,38769
b002_r003_p209,4000,2,0.8,0.014212714217643483,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013152702880441932,0.3334045771406024,2595,44519,8,182583,20279,60824,139469,61652,6,650,0,38379,38782
b002_r003_p210,4000,3,0,0.01273968860966949,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003431765071168271,0.0,2332,44807,21,183050,0,61193,139911,61515,0,0,813,38982,38601
b002_r003_p211,4000,3,0.2,0.012250508895762286,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20858759920321243,0.0,2317,46078,13194,189135,0,63254,144740,64109,3,196,0,40127,40305
b002_r003_p212,4000,3,0.4,0.014252973109989226,11,0,6,16,19,80,18,60,0.8,0.2,0,0.3983659715157681,0.0,2699,45734,25062,189364,0,62912,144931,64366,1,458,0,39894,40212
b002_r003_p213,4000,3,0.6,0.015009036563325456,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6136103603230139,0.0,2699,44481,37005,179825,0,60307,136645,59771,5,730,0,37973,38166
b002_r003_p214,4000,3,0.8,0.012559513174351267,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8095784657473939,0.0,2390,46306,51490,190294,0,63601,145598,64516,1,184,0,40425,40472
b002_r003_p215,4000,4,0,0.014836654395088555,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006188806195153688,0.0,2813,45333,39,189598,0,63017,145452,64364,5,362,0,40227,40494
b002_r003_p216,4000,4,0.2,0.012319317513829087,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20359849911845812,0.0,2452,47490,13511,199037,0,66361,153095,67520,0,0,340,42586,42649
b002_r003_p217,4000,4,0.4,0.01413651563416219,11,0,6,16,19,80,18,60,0.8,0.2,0,0.402092652009673,0.0,2676,45625,25440,189297,0,63269,144996,63691,1,377,0,40505,40422
b002_r003_p218,4000,4,0.6,0.013601930134843636,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6064473522545767,0.0,2661,46649,39487,195634,0,65112,150324,66685,0,64,0,41835,41740
b002_r003_p219,4000,4,0.8,0.014380412701806906,11,0,6,16,19,80,18,60,0.8,0.2,0,0.7916473317865429,0.0,2690,45513,49474,187060,0,62495,142857,63329,0,46,0,39712,39770
b002_r003_p220,16000,0,0,0.013262930804532792,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10193,184368,0,768533,0,256183,589972,261625,0,341,0,163700,164306
b002_r003_p221,16000,0,0.2,0.013770091662122511,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09991184822292258,10606,183625,0,770220,25615,256376,591989,262752,0,0,109,164732,164396
b002_r003_p222,16000,0,0.4,0.014249284640879429,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18721581141274324,11075,186121,0,777232,48461,258851,596036,263994,0,0,460,166010,165572
b002_r003_p223,16000,0,0.6,0.014309991541524942,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26251071685113814,11132,185815,0,777918,67974,258938,596971,264501,0,409,0,166190,165871
b002_r003_p224,16000,0,0.8,0.01532320319871207,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32480330510616784,11612,183534,0,757805,82235,253184,578659,255297,1,526,0,161344,161491
b002_r003_p225,16000,2,0,0.014101592897969613,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7066634186705644e-05,0.0,10927,187130,7,774877,0,258621,592820,262304,1,0,391,164810,165314
b002_r003_p226,16000,2,0.2,0.013540637351778656,11,0,6,16,19,80,18,60,0.8,0.2,0,3.870448352737181e-05,0.09969113822145158,10524,184542,10,777216,25757,258368,598150,265338,0,618,0,166247,165947
b002_r003_p227,16000,2,0.4,0.01429715516595194,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7552329746282403e-05,0.18467145814801111,10872,183450,7,760431,46918,254062,582109,256929,0,0,506,162389,162285
b002_r003_p228,16000,2,0.6,0.014772879132093351,11,0,6,16,19,80,18,60,0.8,0.2,0,2.8303183703835486e-05,0.2638827116067313,10944,180434,7,740817,65264,247322,565439,250035,0,0,1193,157297,156914
b002_r003_p229,16000,2,0.8,0.014746111036483631,11,0,6,16,19,80,18,60,0.8,0.2,0,7.548423134407222e-06,0.3283413095004454,11746,190623,2,796549,86996,264956,610180,270395,1,489,0,169424,169871
b002_r003_p230,16000,3,0,0.013550898171796928,11,0,6,16,19,80,18,60,0.8,0.2,0,6.359249926471172e-05,0.0,10208,181980,16,753308,0,251602,577120,255202,0,693,0,160696,160529
b002_r003_p231,16000,3,0.2,0.014102609132288224,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20415749113682863,0.0,10841,184138,52288,768723,0,256116,589744,260993,0,0,652,164157,163942
b002_r003_p232,16000,3,0.4,0.013402113862993427,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4056814344107977,0.0,10361,185079,104508,773087,0,257611,593647,263378,3,84,0,164729,165453
b002_r003_p233,16000,3,0.6,0.013547790509055968,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6045351351142293,0.0,10490,188015,156308,774296,0,258559,591791,262080,2,599,0,164399,164711
b002_r003_p234,16000,3,0.8,0.014029841828178926,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8093747566767889,0.0,10801,184772,207896,769859,0,256860,590286,260878,0,0,440,164328,164640
b002_r003_p235,16000,4,0,0.013766962678522782,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001484827408350982,0.0,10562,185395,38,767199,0,255922,587242,259405,10,1367,0,163015,163445
b002_r003_p236,16000,4,0.2,0.013687867595360316,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20392033738003318,0.0,10610,185072,52609,775139,0,257988,595457,264525,0,0,28,165529,165375
b002_r003_p237,16000,4,0.4,0.01262835492782881,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4068874457707957,0.0,9846,186339,105700,779674,0,259777,599489,265893,0,0,381,166570,166645
b002_r003_p238,16000,4,0.6,0.013356383659879626,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6045946797635792,0.0,10430,187197,157324,780900,0,260214,599273,265945,0,0,93,166470,166765
b002_r003_p239,16000,4,0.8,0.013090150289076832,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8051145773156172,0.0,10175,186241,209048,777302,0,259650,596886,263516,1,0,308,166327,166734
b002_r004_p240,1000,0,0,0.01586185341459603,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,609,9837,0,38394,0,12956,28948,12755,1,94,0,8008,8090
b002_r004_p241,1000,0,0.2,0.013037246470715282,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1058629037019543,664,12544,0,50931,1793,16937,38723,17055,0,0,336,10704,10628
b002_r004_p242,1000,0,0.4,0.014582693741502565,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19149076953616093,665,10914,0,45602,2894,15113,35023,15555,0,0,145,9603,9720
b002_r004_p243,1000,0,0.6,0.0158993622783262,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2596504955659885,728,11193,0,45788,3982,15336,34867,15260,0,116,0,9726,9765
b002_r004_p244,1000,0,0.8,0.016216799827251133,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33395775466701116,751,11339,0,46310,5170,15481,35220,15384,0,212,0,9805,9819
b002_r004_p245,1000,2,0,0.013157608103692408,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00045635308690266643,0.0,604,11084,7,45905,0,15339,35217,15558,0,61,0,9826,9772
b002_r004_p246,1000,2,0.2,0.014036260339209626,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00037652965171007215,0.10109821148415438,672,11593,6,47876,1611,15935,36611,16249,1,83,0,10091,10187
b002_r004_p247,1000,2,0.4,0.014273970555264928,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00029544279488883963,0.19410591624196766,573,10528,4,40143,2628,13539,30042,13223,0,0,264,8373,8182
b002_r004_p248,1000,2,0.6,0.01435377095836169,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00031150707121051647,0.26914210952588624,696,11426,5,48489,4320,16051,37367,16669,0,22,0,10363,10313
b002_r004_p249,1000,2,0.8,0.015068610268028897,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003208418891170431,0.34060574948665295,705,11535,5,46786,5308,15584,35546,15693,1,213,0,9755,9884
b002_r004_p250,1000,3,0,0.0134159881569208,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0011046672190002762,0.0,580,10571,16,43232,0,14484,33081,14613,0,71,0,9227,9170
b002_r004_p251,1000,3,0.2,0.012936948709572035,11,0,6,16,19,80,18,60,0.8,0.2,0,0.19008264462809918,0.0,594,11451,2944,45915,0,15488,34870,15251,0,0,94,9765,9760
b002_r004_p252,1000,3,0.4,0.014779410145150988,11,0,6,16,19,80,18,60,0.8,0.2,0,0.46269149498151085,0.0,671,11422,7007,45401,0,15144,34308,14811,0,0,620,9505,9372
b002_r004_p253,1000,3,0.6,0.014405840557981879,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6448433420365536,0.0,663,11056,9879,46023,0,15320,35304,15599,0,118,0,9790,9797
b002_r004_p254,1000,3,0.8,0.012989733919966478,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8781184668989547,0.0,558,10858,12601,42957,0,14350,32541,14360,0,0,337,9020,8824
b002_r004_p255,1000,4,0,0.014176966172005303,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0025918486360396553,0.0,663,10983,40,46766,0,15433,36120,16231,0,0,6,9901,9982
b002_r004_p256,1000,4,0.2,0.01193579082371437,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20537272500623285,0.0,577,11572,3295,48342,0,16044,37193,16478,0,0,196,10292,10227
b002_r004_p257,1000,4,0.4,0.011959744267188351,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4344312105007292,0.0,593,11729,7149,49583,0,16456,38261,16764,1,312,0,10593,10591
b002_r004_p258,1000,4,0.6,0.015529013676005558,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6416135881104034,0.0,771,12033,10577,49649,0,16485,37845,16617,1,283,0,10448,10496
b002_r004_p259,1000,4,0.8,0.011917153478491769,11,0,6,16,19,80,18,60,0.8,0.2,0,0.835820895522388,0.0,561,11318,13160,47075,0,15745,36196,15865,2,157,0,10091,10081
b002_r004_p260,4000,0,0,0.013191108215943327,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2430,44588,0,184215,0,61556,141197,62538,0,132,0,39184,39343
b002_r004_p261,4000,0,0.2,0.014162289656748909,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09997346527853654,2726,46331,0,192483,6405,64067,147426,65471,0,0,152,41037,40766
b002_r004_p262,4000,0,0.4,0.014339642991964623,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18469169422291384,2659,44661,0,185430,11394,61692,142110,62901,1,470,0,39345,39393
b002_r004_p263,4000,0,0.6,0.014453604630766533,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2644219875832691,2884,47497,0,199535,17505,66201,153154,67931,0,0,318,42525,42380
b002_r004_p264,4000,0,0.8,0.014366357497731222,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32747547245367875,2802,46700,0,195039,21262,64927,149537,66332,0,0,49,41535,41621
b002_r004_p265,4000,2,0,0.013149890027610089,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00015595271513677052,0.0,2529,46695,10,192321,0,64122,147097,65192,0,0,354,40928,40623
b002_r004_p266,4000,2,0.2,0.014042648428920152,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001247543897950909,0.10155007329320401,2698,46710,8,192129,6512,64126,146721,64474,11,679,0,40668,40889
b002_r004_p267,4000,2,0.4,0.014439033468780048,11,0,6,16,19,80,18,60,0.8,0.2,0,4.665557300819583e-05,0.18502045069283526,2793,46289,3,193434,11897,64301,148352,65743,0,0,290,41196,41123
